20	0.748461	58.8342	3000	10000	36	1	0	0
20	0.896637	12.8176	3000	10000	36	1	0	-1
20	0.41513	15.6653	3000	10000	36	1	0	0
20	0.866851	5.46342	3000	10000	36	-1	-1	-1
20	0.704172	86.7303	3000	10000	36	1	0	0
20	0.785764	13.4436	3000	10000	36	1	-1	-1
20	0.11486	31.4573	3000	10000	36	1	1	0
20	0.505787	95.9631	3000	10000	36	1	0	0
20	0.869453	19.9732	3000	10000	36	1	-1	-1
20	0.874416	95.9309	3000	10000	36	1	0	0
20	0.452277	81.0266	3000	10000	36	1	1	0
20	0.153441	45.0673	3000	10000	36	1	1	1
20	0.82669	80.2597	3000	10000	36	1	0	-1
20	0.864758	67.2954	3000	10000	36	1	0	0
20	0.061069	85.6673	3000	10000	36	1	1	0
20	0.842574	69.4798	3000	10000	36	1	0	0
20	0.689234	75.5976	3000	10000	36	1	0	0
20	0.371238	67.2704	3000	10000	36	1	1	0
20	0.178932	72.0744	3000	10000	36	1	1	1
20	0.057695	31.3077	3000	10000	36	1	1	1
20	0.070169	14.2275	3000	10000	36	1	1	0
20	0.746408	71.0087	3000	10000	36	1	0	0
20	0.305877	95.2711	3000	10000	36	1	1	1
20	0.059968	46.6807	3000	10000	36	1	1	1
20	0.361956	77.7241	3000	10000	36	1	1	0
20	0.721824	22.7529	3000	10000	36	1	0	-1
20	0.456095	47.3307	3000	10000	36	1	0	0
20	0.592292	72.3897	3000	10000	36	1	0	0
20	0.686577	31.2224	3000	10000	36	1	-1	-1
20	0.621341	67.2343	3000	10000	36	1	0	-1
20	0.171472	16.3048	3000	10000	36	1	1	0
20	0.463577	96.1757	3000	10000	36	1	1	0
20	0.326136	60.6004	3000	10000	36	1	1	-1
20	0.224716	76.3704	3000	10000	36	1	1	0
20	0.251933	53.0659	3000	10000	36	1	1	0
20	0.638197	89.6358	3000	10000	36	1	0	0
20	0.864584	56.9855	3000	10000	36	1	0	0
20	0.150603	19.1829	3000	10000	36	1	1	1
20	0.254032	84.8681	3000	10000	36	1	1	0
20	0.251225	82.3571	3000	10000	36	1	1	0
20	0.241867	93.28	3000	10000	36	1	1	0
20	0.334486	23.6765	3000	10000	36	1	1	-1
20	0.248443	63.5242	3000	10000	36	1	1	0
20	0.441761	38.4077	3000	10000	36	1	0	0
20	0.752821	60.6001	3000	10000	36	1	-1	0
20	0.50826	92.1334	3000	10000	36	1	0	0
20	0.27868	76.934	3000	10000	36	1	1	0
20	0.685744	41.1424	3000	10000	36	1	0	0
20	0.524005	12.2062	3000	10000	36	1	-1	-1
20	0.11486	31.4573	3000	10000	36	1	1	0
20	0.505787	95.9631	3000	10000	36	1	0	0
20	0.869453	19.9732	3000	10000	36	1	-1	-1
20	0.874416	95.9309	3000	10000	36	1	0	0
20	0.452277	81.0266	3000	10000	36	1	1	0
20	0.153441	45.0673	3000	10000	36	1	1	1
20	0.82669	80.2597	3000	10000	36	1	0	-1
20	0.864758	67.2954	3000	10000	36	1	0	0
20	0.061069	85.6673	3000	10000	36	1	1	0
20	0.842574	69.4798	3000	10000	36	1	0	0
20	0.689234	75.5976	3000	10000	36	1	0	0
20	0.371238	67.2704	3000	10000	36	1	1	0
20	0.178932	72.0744	3000	10000	36	1	1	1
20	0.057695	31.3077	3000	10000	36	1	1	1
20	0.070169	14.2275	3000	10000	36	1	1	0
20	0.746408	71.0087	3000	10000	36	1	0	0
20	0.305877	95.2711	3000	10000	36	1	1	1
20	0.059968	46.6807	3000	10000	36	1	1	1
20	0.361956	77.7241	3000	10000	36	1	1	0
20	0.721824	22.7529	3000	10000	36	1	0	-1
20	0.456095	47.3307	3000	10000	36	1	0	0
20	0.592292	72.3897	3000	10000	36	1	0	0
20	0.686577	31.2224	3000	10000	36	1	-1	-1
20	0.621341	67.2343	3000	10000	36	1	0	-1
20	0.171472	16.3048	3000	10000	36	1	1	0
20	0.463577	96.1757	3000	10000	36	1	1	0
20	0.326136	60.6004	3000	10000	36	1	1	-1
20	0.224716	76.3704	3000	10000	36	1	1	0
20	0.251933	53.0659	3000	10000	36	1	1	0
20	0.638197	89.6358	3000	10000	36	1	0	0
20	0.864584	56.9855	3000	10000	36	1	0	0
20	0.150603	19.1829	3000	10000	36	1	1	1
20	0.254032	84.8681	3000	10000	36	1	1	0
20	0.251225	82.3571	3000	10000	36	1	1	0
20	0.241867	93.28	3000	10000	36	1	1	0
20	0.334486	23.6765	3000	10000	36	1	1	-1
20	0.248443	63.5242	3000	10000	36	1	1	0
20	0.441761	38.4077	3000	10000	36	1	0	0
20	0.752821	60.6001	3000	10000	36	1	-1	0
20	0.50826	92.1334	3000	10000	36	1	0	0
20	0.27868	76.934	3000	10000	36	1	1	0
20	0.685744	41.1424	3000	10000	36	1	0	0
20	0.524005	12.2062	3000	10000	36	1	-1	-1
20	0.076937	55.4258	3000	10000	36	1	1	1
20	0.707875	93.731	3000	10000	36	1	0	1
20	0.143018	59.0382	3000	10000	36	1	1	0
