19.298122	0.167123	10.000000	3000.000000	10000.000000	36.000000	88.484119	101.338210	105.104587	106.622452	0.683746	0.852152	1.188421	1.412343	7.2104e-36	2.3082e-13	7.4539e-04
19.412150	0.862735	10.000000	3000.000000	10000.000000	36.000000	17.314282	18.217327	18.379217	18.344489	0.174964	0.249149	0.290051	0.851148	5.1474e-15	6.6105e-02	8.6436e-01
9.712659	0.726244	10.000000	3000.000000	10000.000000	36.000000	8.931442	9.582866	9.610236	9.825202	0.132977	0.170002	0.250140	0.475411	1.2300e-15	6.8826e-01	8.4056e-02
2.846308	0.396932	10.000000	3000.000000	10000.000000	36.000000	3.581057	4.006416	4.073998	4.089510	0.089852	0.105003	0.131627	0.304279	3.7249e-16	8.1007e-02	8.3590e-01
18.315553	0.719220	10.000000	3000.000000	10000.000000	36.000000	19.796462	21.004613	21.157653	21.187265	0.191665	0.248372	0.394436	0.774951	7.0825e-19	1.5177e-01	8.8004e-01
19.190254	0.600494	10.000000	3000.000000	10000.000000	36.000000	25.453990	27.139915	27.586013	27.818775	0.292360	0.189463	0.392865	0.865249	6.7248e-21	9.2939e-05	2.8318e-01
0.723876	0.768742	10.000000	3000.000000	10000.000000	36.000000	0.121210	0.132366	0.136760	0.129670	0.012221	0.021677	0.030066	0.051563	5.4074e-02	5.9945e-01	5.9913e-01
18.680525	0.620500	10.000000	3000.000000	10000.000000	36.000000	23.779230	25.397928	25.739861	25.523046	0.229588	0.271550	0.363496	0.917960	1.1024e-21	1.8352e-03	3.3553e-01
15.157225	0.676525	10.000000	3000.000000	10000.000000	36.000000	16.941337	18.049706	18.199747	18.222332	0.252275	0.185732	0.307490	0.630946	1.6872e-17	7.1184e-02	8.8663e-01
7.850618	0.600266	10.000000	3000.000000	10000.000000	36.000000	8.577118	9.313807	9.354053	9.308198	0.148326	0.177737	0.253768	0.344787	1.5252e-16	5.6512e-01	6.3492e-01
3.432022	0.644260	10.000000	3000.000000	10000.000000	36.000000	2.390443	2.623114	2.607551	2.699062	0.069741	0.078546	0.169604	0.229941	5.1596e-12	7.1254e-01	1.6094e-01
0.646339	0.270923	10.000000	3000.000000	10000.000000	36.000000	0.567844	0.677996	0.724172	0.719055	0.038233	0.044743	0.049480	0.148183	4.5270e-10	3.6988e-03	8.8481e-01
0.932966	0.114505	10.000000	3000.000000	10000.000000	36.000000	3.350613	4.112098	4.436541	4.422752	0.098105	0.100391	0.178922	0.363140	1.0077e-24	7.4575e-08	8.8003e-01
16.470922	0.634501	10.000000	3000.000000	10000.000000	36.000000	20.070242	21.457032	21.702385	21.758476	0.268414	0.254355	0.335081	0.728991	3.9988e-19	1.3236e-02	7.5697e-01
6.348819	0.856693	10.000000	3000.000000	10000.000000	36.000000	4.024786	4.317772	4.374439	4.352137	0.089844	0.102403	0.177485	0.322400	1.1844e-11	2.2565e-01	7.8827e-01
0.698577	0.411708	10.000000	3000.000000	10000.000000	36.000000	0.331368	0.383411	0.386539	0.414105	0.017700	0.032940	0.056141	0.111466	8.4704e-07	8.3126e-01	3.3170e-01
7.637354	0.696000	10.000000	3000.000000	10000.000000	36.000000	6.869897	7.333827	7.518750	7.363699	0.165158	0.140412	0.174816	0.320571	1.4789e-11	7.3443e-04	6.7420e-02
15.906046	0.192579	10.000000	3000.000000	10000.000000	36.000000	63.811764	72.494326	74.728530	75.774028	0.805283	0.563981	0.825550	1.316168	5.1939e-30	1.3668e-11	5.0758e-03
9.800390	0.417660	10.000000	3000.000000	10000.000000	36.000000	17.173673	18.751761	19.143725	19.202270	0.218319	0.260126	0.444450	0.981065	5.8640e-22	1.8698e-03	8.0981e-01
12.929797	0.647147	10.000000	3000.000000	10000.000000	36.000000	14.697679	15.749136	15.959899	16.118001	0.199426	0.204416	0.280760	0.541293	7.0149e-19	1.0277e-02	2.5585e-01
15.096187	0.270142	10.000000	3000.000000	10000.000000	36.000000	43.962447	48.971111	50.166625	50.683315	0.450019	0.443538	0.632115	1.060708	1.0102e-30	5.5355e-08	7.0764e-02
13.597257	0.599935	10.000000	3000.000000	10000.000000	36.000000	17.055080	18.403025	18.378953	18.625864	0.222530	0.166243	0.352554	0.532549	5.9549e-22	7.8451e-01	9.3177e-02
3.260609	0.133528	10.000000	3000.000000	10000.000000	36.000000	15.125686	17.665153	18.764227	18.966781	0.273247	0.279181	0.362623	0.463519	1.4714e-27	1.0003e-12	1.3251e-01
9.972297	0.864977	10.000000	3000.000000	10000.000000	36.000000	7.459987	7.881297	8.014628	7.745156	0.120273	0.184791	0.196363	0.473775	7.7522e-10	3.3123e-02	2.6867e-02
6.814311	0.539183	10.000000	3000.000000	10000.000000	36.000000	8.148701	8.839727	9.121801	9.004977	0.127818	0.149977	0.272821	0.461433	6.0417e-18	3.3861e-04	3.3733e-01
4.484001	0.683602	10.000000	3000.000000	10000.000000	36.000000	3.307310	3.579883	3.668885	3.640789	0.064733	0.106657	0.160220	0.292485	4.9899e-11	4.6539e-02	7.0905e-01
5.109351	0.470183	10.000000	3000.000000	10000.000000	36.000000	6.558731	7.213973	7.316530	7.293426	0.092030	0.150756	0.269219	0.394608	4.1991e-17	1.4765e-01	8.3006e-01
13.984544	0.805086	10.000000	3000.000000	10000.000000	36.000000	12.589476	13.268837	13.293826	13.344288	0.135881	0.208352	0.281732	0.451698	9.9904e-14	7.5167e-01	6.7448e-01
19.186236	0.506078	10.000000	3000.000000	10000.000000	36.000000	30.525678	32.934641	33.403167	33.303817	0.290740	0.337936	0.418925	1.058934	2.4889e-24	4.0683e-04	6.9975e-01
2.781103	0.159886	10.000000	3000.000000	10000.000000	36.000000	10.365970	12.079281	12.699618	12.803576	0.203358	0.179961	0.334404	0.450694	7.7905e-27	4.6374e-08	4.1304e-01
5.157590	0.761424	10.000000	3000.000000	10000.000000	36.000000	3.490165	3.726319	3.814405	3.776964	0.076467	0.103387	0.159698	0.418334	1.1191e-09	4.6396e-02	7.1168e-01
5.093101	0.738428	10.000000	3000.000000	10000.000000	36.000000	3.627485	3.883760	3.860622	4.003452	0.081994	0.098325	0.215385	0.334168	8.9752e-11	6.6561e-01	1.1781e-01
4.878064	0.838459	10.000000	3000.000000	10000.000000	36.000000	2.823661	2.996239	2.975110	3.076067	0.079108	0.100855	0.096822	0.345786	6.5380e-07	5.0323e-01	2.2184e-01
7.006175	0.201038	10.000000	3000.000000	10000.000000	36.000000	24.941372	28.343775	29.377899	29.779822	0.355235	0.328893	0.453595	0.843482	1.0873e-28	1.0741e-09	7.0588e-02
5.029166	0.565959	10.000000	3000.000000	10000.000000	36.000000	5.092933	5.534438	5.534245	5.742531	0.099711	0.127556	0.161364	0.243990	2.5016e-14	9.9668e-01	3.1641e-03
9.471044	0.335944	10.000000	3000.000000	10000.000000	36.000000	20.877809	22.991478	23.648139	23.352191	0.191495	0.312567	0.326618	0.737870	9.5621e-23	1.2022e-07	1.1293e-01
16.618264	0.539180	10.000000	3000.000000	10000.000000	36.000000	24.153435	26.044089	26.517537	26.538731	0.237569	0.263504	0.423188	0.766525	2.7159e-24	1.7567e-04	9.1453e-01
10.998975	0.827958	10.000000	3000.000000	10000.000000	36.000000	8.975176	9.490013	9.601126	9.624928	0.100999	0.169649	0.268912	0.448831	7.3366e-13	1.2791e-01	8.4012e-01
5.723922	0.688764	10.000000	3000.000000	10000.000000	36.000000	4.676047	5.045049	5.120752	5.053872	0.098444	0.149535	0.165125	0.346273	1.2431e-10	1.3694e-01	4.4233e-01
15.077045	0.360988	10.000000	3000.000000	10000.000000	36.000000	32.897109	36.152658	36.780928	37.125652	0.345123	0.345376	0.659847	0.709285	5.7247e-28	7.4871e-04	1.1985e-01
11.360755	0.095993	10.000000	3000.000000	10000.000000	36.000000	81.069158	95.043699	100.280826	102.258864	1.105498	1.152060	1.425470	1.825655	2.7964e-32	5.0729e-15	5.1095e-04
1.088463	0.491794	10.000000	3000.000000	10000.000000	36.000000	0.557386	0.617541	0.640457	0.562813	0.031351	0.057154	0.094490	0.115217	2.7619e-04	3.6051e-01	2.5414e-02
15.585553	0.842589	10.000000	3000.000000	10000.000000	36.000000	13.656716	14.306998	14.473887	14.874016	0.151965	0.155757	0.357389	0.676079	6.1926e-16	6.6646e-02	2.6416e-02
2.606825	0.524877	10.000000	3000.000000	10000.000000	36.000000	2.142765	2.332398	2.378811	2.421152	0.062831	0.087490	0.091449	0.212635	3.2842e-09	1.0926e-01	4.2082e-01
9.393119	0.040355	10.000000	3000.000000	10000.000000	36.000000	123.793024	150.297086	161.812434	165.954862	1.617638	1.927807	2.874451	3.344965	1.4873e-34	2.9938e-16	1.5998e-04
6.749082	0.171099	10.000000	3000.000000	10000.000000	36.000000	27.887321	31.893768	33.246136	33.574778	0.433563	0.293021	0.472254	1.088232	1.4277e-27	3.0502e-12	2.2648e-01
15.887748	0.300757	10.000000	3000.000000	10000.000000	36.000000	41.884483	46.178862	47.234539	47.856785	0.387033	0.489150	0.522193	1.179444	1.6632e-27	8.8118e-08	4.0331e-02
