19.2981	0.167123	10	3000	10000	36	1	1	1
19.4122	0.862735	10	3000	10000	36	1	0	0
9.71266	0.726244	10	3000	10000	36	1	0	0
2.84631	0.396932	10	3000	10000	36	1	0	0
18.3156	0.71922	10	3000	10000	36	1	0	0
19.1903	0.600494	10	3000	10000	36	1	1	0
0.723876	0.768742	10	3000	10000	36	0	0	0
18.6805	0.6205	10	3000	10000	36	1	1	0
15.1572	0.676525	10	3000	10000	36	1	0	0
7.85062	0.600266	10	3000	10000	36	1	0	0
3.43202	0.64426	10	3000	10000	36	1	0	0
0.646339	0.270923	10	3000	10000	36	1	1	0
0.932966	0.114505	10	3000	10000	36	1	1	0
16.4709	0.634501	10	3000	10000	36	1	1	0
6.34882	0.856693	10	3000	10000	36	1	0	0
0.698577	0.411708	10	3000	10000	36	1	0	0
7.63735	0.696	10	3000	10000	36	1	1	0
15.906	0.192579	10	3000	10000	36	1	1	1
9.80039	0.41766	10	3000	10000	36	1	1	0
12.9298	0.647147	10	3000	10000	36	1	1	0
15.0962	0.270142	10	3000	10000	36	1	1	0
13.5973	0.599935	10	3000	10000	36	1	0	0
3.26061	0.133528	10	3000	10000	36	1	1	0
9.9723	0.864977	10	3000	10000	36	1	1	-1
6.81431	0.539183	10	3000	10000	36	1	1	0
4.484	0.683602	10	3000	10000	36	1	1	0
5.10935	0.470183	10	3000	10000	36	1	0	0
13.9845	0.805086	10	3000	10000	36	1	0	0
19.1862	0.506078	10	3000	10000	36	1	1	0
2.7811	0.159886	10	3000	10000	36	1	1	0
5.15759	0.761424	10	3000	10000	36	1	1	0
5.0931	0.738428	10	3000	10000	36	1	0	0
4.87806	0.838459	10	3000	10000	36	1	0	0
7.00617	0.201038	10	3000	10000	36	1	1	0
5.02917	0.565959	10	3000	10000	36	1	0	1
9.47104	0.335944	10	3000	10000	36	1	1	0
16.6183	0.53918	10	3000	10000	36	1	1	0
10.999	0.827958	10	3000	10000	36	1	0	0
5.72392	0.688764	10	3000	10000	36	1	0	0
15.077	0.360988	10	3000	10000	36	1	1	0
11.3608	0.095993	10	3000	10000	36	1	1	1
1.08846	0.491794	10	3000	10000	36	1	0	-1
15.5856	0.842589	10	3000	10000	36	1	0	1
2.60683	0.524877	10	3000	10000	36	1	0	0
9.39312	0.040355	10	3000	10000	36	1	1	1
6.74908	0.171099	10	3000	10000	36	1	1	0
15.8877	0.300757	10	3000	10000	36	1	1	1
