,0
0,-0.4180183410644531
1,15.066335678100586
2,10.433671951293945
3,16.479875564575195
4,3.8907430171966553
5,8.23562240600586
6,4.357893466949463
7,1.1953964233398438
8,15.206501007080078
9,2.077193021774292
10,22.40645980834961
11,6.866330146789551
12,0.18347376585006714
13,4.384730815887451
14,0.3140345811843872
15,12.593829154968262
16,20.13338851928711
17,8.553104400634766
18,3.1532156467437744
19,4.796510219573975
20,0.9942992925643921
21,2.2856643199920654
22,9.508296966552734
23,7.114498615264893
24,6.072751522064209
25,15.46054744720459
26,2.664151430130005
27,13.131855964660645
28,12.689437866210938
29,6.613774299621582
30,1.9003580808639526
31,6.344122886657715
32,6.0450568199157715
33,13.545062065124512
34,12.567042350769043
35,10.39048957824707
36,1.7060126066207886
37,3.9273500442504883
38,20.48309326171875
39,18.08051872253418
40,20.385400772094727
41,0.3222728967666626
42,6.150842189788818
43,10.913508415222168
44,2.9916093349456787
45,3.218916177749634
46,19.574203491210938
47,21.463489532470703
48,12.518636703491211
49,10.378547668457031
50,0.25307077169418335
51,5.715377330780029
52,11.439065933227539
53,23.90472984313965
54,1.9925874471664429
55,1.8567417860031128
56,1.6150410175323486
57,1.5463037490844727
58,5.477877616882324
59,1.6398519277572632
60,1.886849045753479
61,10.491898536682129
62,8.606507301330566
63,5.943461894989014
64,3.065326452255249
65,1.471930742263794
66,1.65980064868927
67,0.21596238017082214
68,0.1636933982372284
69,-0.4451053738594055
70,6.735173225402832
71,16.928098678588867
72,3.938835382461548
73,2.102930784225464
74,0.053500641137361526
75,6.700572967529297
76,12.202044486999512
77,15.860501289367676
78,6.897189617156982
79,3.0906894207000732
80,0.925712525844574
81,1.4896137714385986
82,8.71728515625
83,3.062628746032715
84,4.010570526123047
85,9.482163429260254
86,2.4809277057647705
87,1.4959907531738281
88,6.967646598815918
89,2.4957213401794434
90,7.277740001678467
91,4.800296306610107
92,5.475577354431152
93,-0.6835102438926697
94,0.38622766733169556
95,7.375882625579834
96,4.699528694152832
97,6.920313358306885
98,9.388753890991211
99,10.348474502563477
100,1.5277727842330933
101,0.16627918183803558
102,4.569473743438721
103,8.718528747558594
104,12.404682159423828
105,13.743717193603516
106,13.386019706726074
107,3.314382553100586
108,3.550668239593506
109,6.692060947418213
110,4.895758628845215
111,3.5144755840301514
112,1.712994933128357
113,22.132047653198242
114,8.59575080871582
115,0.820194661617279
116,5.159422397613525
117,1.2174214124679565
118,8.565357208251953
119,8.82998275756836
120,6.723546504974365
121,18.67243194580078
122,16.10447120666504
123,0.07168962806463242
124,10.768553733825684
125,2.306183099746704
126,3.953030586242676
127,15.820898056030273
128,5.848855972290039
129,10.793783187866211
130,5.555836200714111
131,10.9161376953125
132,6.353370189666748
133,7.30581521987915
134,16.35418128967285
135,0.5985051989555359
136,2.4665606021881104
137,4.707380771636963
138,13.801910400390625
139,19.732328414916992
140,4.010981559753418
141,3.300245523452759
142,3.370084524154663
143,15.8591890335083
144,0.5746608972549438
145,7.773869514465332
146,0.5630757808685303
147,3.0942275524139404
148,3.1990113258361816
149,1.739851474761963
150,5.728583335876465
151,0.25167685747146606
152,19.45734214782715
153,4.140580654144287
154,2.293529987335205
155,1.6751266717910767
156,8.885811805725098
157,12.516762733459473
158,11.272608757019043
159,7.276063919067383
160,12.621158599853516
161,7.035863399505615
162,9.783504486083984
163,5.420757293701172
164,1.9545961618423462
165,1.5821945667266846
166,4.030116081237793
167,7.0334672927856445
168,17.836868286132812
169,0.7988808155059814
170,1.1861666440963745
171,9.751802444458008
172,2.101093053817749
173,7.100260257720947
174,10.645193099975586
175,1.0232324600219727
176,10.367788314819336
177,12.2310791015625
178,3.7044034004211426
179,3.410632371902466
180,5.777630805969238
181,2.9723074436187744
182,13.439391136169434
183,2.9782052040100098
184,9.737433433532715
185,1.09151029586792
186,22.321880340576172
187,2.738325357437134
188,4.385765552520752
189,1.8875279426574707
190,3.414367198944092
191,4.884777545928955
192,5.821768760681152
193,23.07317352294922
194,8.340222358703613
195,6.69423770904541
196,2.1544010639190674
197,4.243988990783691
198,2.758033514022827
199,3.3015341758728027
200,5.744958877563477
201,9.121882438659668
202,5.71370267868042
203,5.301947593688965
204,0.8081104755401611
205,5.541141510009766
206,7.769567012786865
207,8.154882431030273
208,20.108386993408203
209,4.576321601867676
210,7.0298309326171875
211,0.13662977516651154
212,0.9187301397323608
213,10.330921173095703
214,4.370580673217773
215,-0.01146943774074316
216,3.5184926986694336
217,3.7211124897003174
218,9.764039039611816
219,7.738306999206543
220,4.661992073059082
221,7.581681251525879
222,9.017159461975098
223,5.103189468383789
224,4.230488300323486
225,4.156557559967041
226,10.254426956176758
227,5.070298194885254
228,1.721356749534607
229,9.220032691955566
230,5.847784996032715
231,3.458247661590576
232,3.054835081100464
233,5.674859046936035
234,5.920115947723389
235,6.872498512268066
236,7.899239540100098
237,10.42924976348877
238,-0.6605028510093689
239,5.721323490142822
240,9.897109985351562
241,1.366360068321228
242,3.9939136505126953
243,14.284627914428711
244,4.053868293762207
245,17.26442527770996
246,1.9955567121505737
247,4.3365583419799805
248,7.332514762878418
249,2.7884554862976074
250,2.7704458236694336
251,8.227349281311035
252,10.492191314697266
253,9.906038284301758
254,1.1411750316619873
255,9.202701568603516
256,5.155123233795166
257,11.149272918701172
258,7.037563800811768
259,4.5900492668151855
260,5.3091936111450195
261,11.552775382995605
262,2.9248785972595215
263,5.491058826446533
264,6.966789245605469
265,0.5673596858978271
266,14.452123641967773
267,5.595190525054932
268,9.653879165649414
269,7.492588996887207
270,2.580739736557007
271,0.14949896931648254
272,0.4485517740249634
273,3.6307780742645264
274,2.440415382385254
275,12.638907432556152
276,8.011238098144531
277,2.292919158935547
278,7.382725238800049
279,-0.46653449535369873
280,6.882472038269043
281,22.912506103515625
282,9.61971378326416
283,5.047755241394043
284,8.560919761657715
285,14.178377151489258
286,14.514573097229004
287,12.176691055297852
288,7.498631954193115
289,11.122867584228516
290,4.668400287628174
291,2.5887110233306885
292,1.0105568170547485
293,6.125410556793213
294,10.81305980682373
295,8.490989685058594
296,3.505345582962036
297,4.964151859283447
