1.05860836307487e-21,8.79029532285498e-156,0.851685508387471
2.73879828756914e-20,9.79954791073358e-144,0.264095412930362
2.05233502604598e-28,2.47623946122178e-163,0.388857216525666
1.15428206594983e-29,1.47231065152224e-164,0.344255094277366
6.39821564551526e-23,1.0944358087341e-182,0.00607146598638493
3.13600200241269e-23,5.6711284264743e-158,0.121379682368647
3.23067641827819e-30,1.11070669232061e-200,0.082339950064359
4.66094789255995e-25,2.37014981662282e-196,0.00829831328405558
3.51412437458694e-24,9.53163264035998e-137,0.00972642299626974
1.47561763825434e-31,3.53648227744401e-181,0.380216674193995
1.31447148796891e-31,1.46103285936766e-232,0.00387378881943638
6.37446564745635e-25,7.9130668023778e-202,0.246231771792304
8.30347998359416e-26,2.11539932349512e-132,0.0625472119325879
7.13883959837042e-24,5.97896789792423e-154,0.298277943990145
5.67878821019384e-26,1.72855717891297e-157,0.409199920584165
4.9945991140418e-25,2.23428647719722e-142,0.00835511179031832
3.72811870781728e-17,9.77255408265975e-158,0.114214044381789
1.88995998892131e-18,9.30780820920709e-133,0.999588046345924
1.32257203865181e-26,3.91045422904929e-157,0.00627487946586374
5.48246430775662e-30,2.8408276381112e-172,0.16534284519533
